World rank,Company,Country,Industry,R&D 2016/17 (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),Op.profits (€million),Op.profits one-year growth (%),Profitability (%),Employees (th),Employees one-year growth (%),Market cap (€million),Market cap one-year growth (%)
308,GENERAL DYNAMICS,US,Aerospace & Defence,396.5,5.8,29743.9,-0.4,1.3,371.9,-31.1,1.3,4087.8,3.1,13.7,98.8,-1.1,44084.6,1.4
309,BROCADE COMMUNICATIONS,US,Technology Hardware & Equipment,392.0,16.3,2225.2,3.6,17.6,73.1,0.7,3.3,318.2,-32.4,14.3,6.0,28.4,3415.1,-18.5
310,JTEKT,Japan,Industrial Engineering,391.6,4.1,10707.6,-5.8,3.7,540.9,9.2,5.1,602.3,-5.9,5.6,44.5,1.3,4483.5,-5.9
311,MENTOR GRAPHICS,US,Software & Computer Services,391.1,8.1,1216.6,8.6,32.1,57.2,39.1,4.7,204.4,22.4,16.8,6.0,4.7,2463.5,-14.3
312,ASUSTEK COMPUTER,Taiwan,Technology Hardware & Equipment,390.6,2.6,13711.8,-1.2,2.8,163.6,563.8,1.2,550.8,-19.2,4.0,,,5858.1,-9.3
313,LUPIN,India,Pharmaceuticals & Biotechnology,390.1,61.4,2372.3,24.6,16.4,368.1,-54.7,15.5,520.1,13.4,21.9,16.8,2.7,9342.7,-22.9
314,CHINA ENERGY ENGINEERING,China,Electricity,387.1,26.5,30327.3,8.0,1.3,659.8,-3.6,2.2,1535.4,13.8,5.1,133.6,-0.2,1348.5,
315,ZOETIS,US,Pharmaceuticals & Biotechnology,381.4,-7.6,4637.1,2.6,8.2,204.9,-3.6,4.4,1387.0,34.0,29.9,9.0,0.0,23998.4,13.0
316,BP,UK,Oil & Gas Producers,379.5,-4.3,173615.4,-17.9,0.2,15843.8,-10.4,9.1,-745.7,-91.2,-0.4,74.5,-6.6,93832.3,21.9
317,GIVAUDAN,Switzerland,Chemicals,379.4,9.7,4346.3,6.1,8.7,126.8,7.9,2.9,819.3,10.3,18.9,10.5,5.7,17497.0,22.1
318,UNICREDIT,Italy,Banks,377.4,-12.3,18154.0,-17.3,2.1,342.5,-62.9,1.9,-11244.9,-569.3,-61.9,135.2,12.0,14246.0,-59.0
319,GOODYEAR,US,Automobiles & Parts,368.1,1.6,14380.0,-7.8,2.6,944.9,1.3,6.6,1615.6,-3.5,11.2,66.0,0.0,7307.5,-4.0
320,SHANGHAI ELECTRIC,China,Industrial Engineering,366.3,8.9,10794.5,-0.5,3.4,193.2,23.2,1.8,499.4,15.6,4.6,29.3,7.3,1254.9,-19.4
321,HEXAGON,Sweden,Industrial Engineering,365.9,1.7,3149.2,3.5,11.6,54.3,13.4,1.7,735.0,9.1,23.3,16.6,2.9,12579.0,28.0
322,FORTIVE,US,Electronic & Electrical Equipment,365.1,1.9,5904.8,0.7,6.2,122.9,7.9,2.1,1203.0,-2.0,20.4,24.0,9.1,17267.4,
323,ZODIAC AEROSPACE,France,Aerospace & Defence,363.8,8.9,5208.2,5.6,7.0,125.4,4.6,2.4,293.1,-24.5,5.6,33.7,3.9,5917.5,-24.2
324,SEGA SAMMY,Japan,Travel & Leisure,362.3,6.8,2980.4,5.4,12.2,124.2,7.1,4.2,190.8,44.2,6.4,7.6,0.4,3055.4,10.5
325,SEATTLE GENETICS,US,Pharmaceuticals & Biotechnology,359.8,28.8,396.7,24.2,90.7,26.4,107.8,6.7,-135.4,18.0,-34.1,0.9,17.3,5938.7,24.0
326,ALKERMES,Ireland,Pharmaceuticals & Biotechnology,357.6,12.8,707.4,18.7,50.5,41.4,-17.4,5.9,-198.0,-7.0,-28.0,1.8,16.7,6293.2,-25.4
327,ZEBRA TECHNOLOGIES,US,Electronic & Electrical Equipment,356.7,-4.6,3390.6,-2.1,10.5,73.0,-36.9,2.2,212.5,0.9,6.3,6.5,-7.1,3502.1,-14.5
328,MONDELEZ,US,Food Producers,356.7,-8.1,24592.5,-12.5,1.5,1161.2,-19.2,4.7,3472.2,2.0,14.1,90.0,-9.1,66436.0,2.6
329,HANWHA,South Korea,General Industrials,356.4,89.0,37014.0,13.9,1.0,1007.1,-17.3,2.7,1324.3,122.3,3.6,,,2155.5,-13.0
330,H LUNDBECK,Denmark,Pharmaceuticals & Biotechnology,354.7,-7.7,2102.9,7.1,16.9,32.0,0.4,1.5,308.3,-133.6,14.7,5.0,-5.2,7083.0,29.9
331,KAWASAKI HEAVY INDUSTRIES,Japan,General Industrials,354.3,0.0,12336.3,-1.4,2.9,563.2,-12.7,4.6,373.3,-52.1,3.0,35.1,1.5,4111.9,-34.0
332,VILMORIN,France,Food Producers,352.2,6.8,1325.1,4.4,26.6,33.5,-26.4,2.5,96.2,-2.0,7.3,6.4,2.7,1300.0,-9.4
333,COMPAL ELECTRONICS,Taiwan,Electronic & Electrical Equipment,351.4,-2.4,22524.1,-9.5,1.6,105.6,-34.5,0.5,396.6,6.1,1.8,,,2443.4,-2.1
334,POSCO,South Korea,Industrial Metals & Mining,349.4,-9.5,41698.3,-8.8,0.8,1934.2,-13.6,4.6,2234.3,18.0,5.4,31.8,-7.5,15820.6,21.6
335,KUBOTA,Japan,General Industrials,349.4,45.1,12963.8,28.2,2.7,456.0,43.0,3.5,1533.3,13.1,11.8,38.3,5.7,15339.2,-20.2
336,BEIQI FOTON MOTOR,China,Industrial Engineering,348.0,15.5,5942.1,34.7,5.9,948.7,119.0,16.0,-60.8,-24.6,-1.0,30.9,5.2,2531.2,8.5
337,DOOSAN,South Korea,General Industrials,347.4,-15.3,12891.0,-2.9,2.7,615.0,16.3,4.8,720.5,1199.0,5.6,,,1980.0,15.0
338,ZIMMER BIOMET,US,Health Care Equipment & Services,346.8,36.0,7289.5,28.1,4.8,503.0,22.1,6.9,1322.1,7.5,18.1,18.5,5.7,24593.1,23.1
339,BROTHER INDUSTRIES,Japan,Technology Hardware & Equipment,345.6,-7.5,4797.5,-20.8,7.2,,,,493.5,28.5,10.3,36.9,1.7,3913.3,4.8
340,OSRAM LICHT,Germany,Household Goods & Home Construction,345.0,-3.6,3785.0,-32.1,9.1,349.0,24.3,9.2,414.0,91.3,10.9,34.2,3.3,4878.4,-1.0
341,FANUC,Japan,Industrial Engineering,343.8,22.5,4361.2,-13.9,7.9,710.8,-14.2,16.3,1244.5,-28.9,28.5,6.7,6.5,29222.2,-11.4
342,COMMERZBANK,Germany,Banks,343.0,23.8,9662.0,-5.1,3.5,195.0,-14.1,2.0,643.0,-64.8,6.7,49.9,-2.7,7828.5,-37.6
343,ELECTROLUX,Sweden,Household Goods & Home Construction,342.7,1.6,12676.6,-2.0,2.7,296.3,-6.5,2.3,658.4,132.0,5.2,53.9,-2.5,7020.4,-6.7
