EU R&D Scoreboard 2016 :  World - 2500 companies ranked by R&D,,,,,,,,,,,,,,,,,,,,,
, , ,Industrial sector , R&D 2015/16, R&D 1 year growth, R&D 3 years growth,Sales 2015/16,Sales 1 year growth,Sales 3 years growth,R&D intensity,Capex 2015/16,Capex 1 year growth,Capex 3 years growth,Capex int.,Profits/losses 2015/16,Profits 1 year growth,Profits 3 years growth,Profitability,Employees 2015/16,Employees 1-year growth,Employees 3-years growth
world rank,Name,Country,(ICB-3D),(€million),(%),"(CAGR-3y, %)",(€million),(%),"(CAGR-3y, %)",(%),(€million),(%),"(CAGR-3y, %)",(%),(€million),(%),"(CAGR-3y, %)",(%), ,(%),"(CAGR-3y, %)"
1367,CHINA STEEL,Taiwan,Industrial Metals & Mining,54.6,-2.8,12.5,"7,944.3",-22.2,-7.3,0.7,700.1,-18.9,-25.7,8.8,305.6,-65.8,7.1,3.8,26400,,4.7
1368,BAVARIAN NORDIC,Denmark,Pharmaceuticals & Biotechnology,54.6,-15.0,4.0,137.2,-16.1,0.1,39.7,3.8,-46.0,10.7,2.8,0.2,-90.5,,0.2,409,-3.1,-3.1
1369,JUNGHEINRICH,Germany,Industrial Engineering,54.5,8.5,7.4,"2,753.9",10.3,6.6,2.0,98.2,2.0,5.8,3.6,213.4,10.9,6.5,7.7,13962,11.3,7.4
1370,PEREGRINE PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,54.4,33.7,35.2,41.0,66.9,27.3,132.5,8.6,3.1,121.9,20.9,-51.8,11.6,25.7,-126.1,284,32.1,14.9
1371,PANGANG,China,Industrial Metals & Mining,54.3,9.7,14.8,"1,520.3",-32.3,-10.2,3.6,305.4,-40.6,-5.5,20.1,-128.7,-74.8,,-8.5,17111,-8.1,1.8
1372,KITE PHARMA,US,Pharmaceuticals & Biotechnology,54.3,156.0,219.6,15.9,,,342.5,24.4,"1,165.4","2,300.7",154.0,-94.9,181.8,242.1,-598.7,185,156.9,
1373,UNIMICRON TECHNOLOGY,Taiwan,Electronic & Electrical equipment,54.2,9.3,7.5,"1,801.8",4.7,-1.4,3.0,255.1,-11.0,4.8,14.2,28.8,-36.0,-42.7,1.6,26924,1.3,3.0
1374,DMG MORI AG,Germany,Industrial Engineering,54.1,4.4,-6.0,"2,304.7",3.4,4.2,2.3,124.0,11.2,30.1,5.4,188.5,-0.7,8.5,8.2,7462,4.1,4.7
1375,BEIJING SIFANG AUTOMATION,China,Electronic & Electrical equipment,54.1,15.9,17.7,461.3,1.7,12.3,11.7,26.7,-28.1,2.2,5.8,39.1,-8.1,-0.6,8.5,3707,-6.3,4.8
1376,CHEGG,US,Software & Computer Services,54.1,19.2,16.6,276.8,-1.1,12.2,19.5,37.2,-65.6,-30.3,13.5,-52.5,-17.1,6.1,-19.0,672,-5.2,3.6
1377,NETDRAGON WEBSOFT,China,Software & Computer Services,54.0,70.4,25.4,180.0,32.1,4.7,30.0,71.8,53.4,54.6,39.9,-21.0,-198.4,,-11.7,0,,
1378,J M SMUCKER,US,Food Producers,54.0,80.9,33.5,"7,174.8",37.2,9.8,0.8,185.0,-18.7,-0.8,2.6,"1,188.0",54.9,10.0,16.6,6910,-6.2,12.3
1379,WAGEWORKS,US,Software & Computer Services,54.0,66.2,26.0,307.1,24.8,23.5,17.6,25.8,32.7,31.8,8.4,38.4,34.8,30.3,12.5,1348,-13.8,14.8
1380,SUNPLUS TECHNOLOGY,Taiwan,Technology Hardware & Equipment,53.9,-11.9,-10.6,235.9,-2.8,-0.6,22.9,10.6,-67.8,-2.4,4.5,25.1,194.7,,10.6,0,,
1381,SIMCORP,Denmark,Software & Computer Services,53.9,9.0,7.1,277.9,15.3,9.9,19.4,2.0,-1.2,53.8,0.7,71.0,24.1,14.8,25.6,1205,1.5,3.9
1382,GRACO,US,Industrial Engineering,53.8,8.0,6.2,"1,181.7",5.4,8.3,4.6,38.3,36.3,31.8,3.2,277.5,-2.2,10.4,23.5,3200,3.2,7.2
1383,ROCKET FUEL,US,Software & Computer Services,53.8,27.2,82.8,424.0,13.0,63.0,12.7,22.0,-56.9,39.7,5.2,-178.4,222.7,192.4,-42.1,954,-15.0,
1384,PAUL HARTMANN,Germany,Health Care Equipment & Services,53.7,9.1,12.1,"1,941.0",4.2,3.3,2.8,73.8,1.9,14.0,3.8,114.6,-11.6,7.8,5.9,10346,1.3,0.4
1385,NORDEX,Germany,Alternative Energy,53.7,0.5,5.5,"2,430.1",40.1,31.2,2.2,78.7,2.2,13.0,3.2,128.7,104.7,,5.3,3336,14.3,9.3
1386,RAPTOR PHARMACEUTICAL,US,Pharmaceuticals & Biotechnology,53.5,34.7,86.9,86.6,35.6,,61.8,2.7,-43.2,274.6,3.1,-44.5,21.0,39.3,-51.4,158,28.5,55.5
1387,HIROSE ELECTRIC,Japan,Technology Hardware & Equipment,53.5,13.3,8.0,916.9,-4.3,7.8,5.8,100.6,-6.5,7.3,11.0,219.5,-11.6,11.1,23.9,4190,3.6,-5.8
1388,BRF,Brazil,Food Producers,53.5,17.9,90.2,"7,574.8",11.0,4.1,0.7,305.1,27.0,-11.7,4.0,994.8,28.7,33.7,13.1,0,,
1389,TOKYO OHKA KOGYO,Japan,Chemicals,53.5,1.6,4.1,685.8,2.1,7.3,7.8,40.7,-24.3,-0.3,5.9,89.1,-7.2,15.3,13.0,1564,1.6,1.7
1390,DAIFUKU,Japan,Industrial Engineering,53.4,0.9,0.7,"2,562.6",25.8,18.4,2.1,24.1,-13.9,1.4,0.9,155.0,41.0,39.7,6.1,7835,1.1,5.5
1391,YINGLI GREEN ENERGY,China,Electronic & Electrical equipment,53.4,-33.7,24.5,"1,410.1",-22.9,-4.4,3.8,47.8,10.9,-44.3,3.4,-621.4,"9,483.6",21.4,-44.1,14533,-18.9,-6.9
1392,GS YUASA,Japan,Electronic & Electrical equipment,53.3,4.1,4.0,"2,786.9",-1.1,10.0,1.9,80.1,-28.9,-35.4,2.9,154.9,23.0,41.9,5.6,14415,-0.6,4.6
1393,TIANJIN ZHONGHUAN SEMICONDUCTOR,China,Technology Hardware & Equipment,53.3,111.7,76.6,707.7,7.2,26.1,7.5,281.3,6.7,18.9,39.7,52.6,-7.2,82.1,7.4,4691,29.3,13.2
1394,CABOT,US,Chemicals,53.3,-3.3,-7.4,"2,637.1",-21.3,-4.4,2.0,129.5,-17.5,-20.5,4.9,-271.9,-181.3,,-10.3,4600,-2.9,-1.6
1395,EGO BLANC UND FISCHER &,Germany,Household Goods & Home Construction,53.2,11.3,8.9,0.0,,,,0.0,,,,0.0,,,,0,,
1396,NXC,South Korea,Software & Computer Services,53.2,16.4,26.1,"1,548.5",1.4,9.9,3.4,0.0,,,0.0,499.5,3.5,0.4,32.3,0,,
1397,BOTTOMLINE TECHNOLOGIES,US,Software & Computer Services,53.0,31.1,27.0,0.0,,,,0.0,,,,0.0,,,,0,,
1398,SHERWIN WILLIAMS,US,General Industrials,53.0,15.3,8.9,"10,415.5",1.9,5.9,0.5,215.2,16.9,14.3,2.1,"1,483.8",23.9,20.1,14.2,40706,2.6,6.0
1399,POWER INTEGRATIONS,US,Electronic & Electrical equipment,52.9,4.7,8.0,316.0,-1.4,4.0,16.7,20.0,-5.7,10.0,6.3,35.8,-30.1,50.9,11.3,595,0.8,4.2
1400,CORNERSTONE ONDEMAND,US,Software & Computer Services,52.8,36.8,40.8,312.0,28.9,42.3,16.9,26.6,40.7,59.3,8.5,-63.1,37.6,29.3,-20.2,1645,20.9,29.9
1401,TEBIAN ELECTRIC APPARATUS STOCK,China,Electronic & Electrical equipment,52.7,7.2,16.9,"5,126.9",3.8,22.8,1.0,393.7,70.6,-19.2,7.7,393.4,0.5,36.3,7.7,16748,8.1,5.3
1402,RISO KAGAKU,Japan,Technology Hardware & Equipment,52.6,0.8,10.6,651.4,-0.3,4.2,8.1,25.8,139.0,-7.5,4.0,48.7,-5.7,12.5,7.5,3563,0.4,-0.2
1403,SOGEFI,Italy,Automobiles & Parts,52.5,-6.7,-5.4,"1,499.1",11.1,4.4,3.5,51.3,21.3,,3.4,76.7,16.8,-6.1,5.1,6702,0.5,-0.2
1404,COFIDE,Italy,General Industrials,52.5,-6.8,-5.4,"2,544.4",6.3,-20.5,2.1,130.9,-13.4,,5.1,74.9,-17.7,-17.0,2.9,14064,1.6,0.3
1405,DIODES,US,Electronic & Electrical equipment,52.4,9.4,19.1,779.7,-4.7,10.2,6.7,122.4,130.7,31.8,15.7,38.7,-50.2,19.1,5.0,7695,13.3,18.7
1406,AISINO,China,Software & Computer Services,52.4,19.2,31.9,"3,141.7",12.0,15.7,1.7,37.5,-32.6,15.3,1.2,330.0,19.5,17.4,10.5,21449,21.0,15.8
1407,CHR HANSEN,Denmark,Pharmaceuticals & Biotechnology,52.3,18.6,3.9,858.6,13.5,7.1,6.1,55.1,8.9,10.8,6.4,232.5,13.5,7.9,27.1,2573,2.5,2.0
1408,MASIMO,US,Health Care Equipment & Services,52.3,5.8,9.6,578.8,7.4,8.5,9.0,50.1,-30.9,55.6,8.7,92.4,8.0,5.7,16.0,3700,2.8,8.9
1409,BIOCON,India,Pharmaceuticals & Biotechnology,52.2,65.6,32.5,0.0,,,,0.0,,,,0.0,,,,0,,
1410,WAGO,Germany,Electronic & Electrical equipment,52.2,17.1,21.4,0.0,,,,0.0,,,,0.0,,,,0,,
1411,DEBENHAMS,UK,General Retailers,52.1,62.3,37.9,"3,161.6",0.4,1.4,1.6,108.3,-22.2,-7.8,3.4,182.9,3.4,-8.5,5.8,28127,-0.4,-2.3
1412,AKKA TECHNOLOGIES,France,Support Services,52.1,8.3,-1.9,"1,001.7",13.1,6.6,5.2,22.2,92.6,3.1,2.2,48.8,6.7,-7.8,4.9,11519,8.5,6.1
1413,NOF,Japan,Chemicals,52.1,0.5,0.5,"1,299.4",1.6,4.6,4.0,40.6,-33.7,-3.5,3.1,144.4,17.8,16.6,11.1,3779,-0.3,-0.4
1414,SOLARWINDS,US,Software & Computer Services,52.1,49.9,38.5,0.0,,,,0.0,,,,0.0,,,,0,,
1415,STERIS,US,Health Care Equipment & Services,52.0,4.7,11.1,0.0,,,,0.0,,,,0.0,,,,0,,
1416,ACHILLION PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,51.9,5.7,13.2,60.7,,193.8,85.5,0.6,-25.7,2.4,1.1,-13.9,-78.2,-31.6,-22.8,80,15.9,12.0
1417,IMA INDUSTRIA MACCHINE AUTOMATICHE,Italy,Industrial Engineering,51.9,18.7,12.8,"1,109.5",29.8,14.8,4.7,19.6,46.4,,1.8,111.2,1.4,10.3,10.0,4781,25.8,10.3
1418,AIXTRON,Germany,Technology Hardware & Equipment,51.8,-20.0,-9.4,197.8,2.0,-4.6,26.2,12.5,-0.8,-7.4,6.3,-29.4,-49.3,-38.3,-14.9,748,-5.2,-8.1
1419,LUBRIZOL,UK,Chemicals,51.8,-2.4,0.6,0.0,,,,0.0,,,,0.0,,,,0,,
1420,VTECH,China,Technology Hardware & Equipment,51.7,0.4,-0.5,"1,705.2",-1.2,0.0,3.0,35.2,23.9,8.6,2.1,181.8,-11.8,-7.3,10.7,27000,-10.0,-3.5
1421,CHINA NATIONAL NUCLEAR POWER,China,Electricity,51.7,50.3,15.8,"3,638.7",40.0,14.1,1.4,"3,758.4",11.7,5.3,103.3,"1,417.8",66.5,20.8,39.0,10140,,
1422,SECOM,Japan,Support Services,51.7,-8.2,3.7,"6,715.8",4.8,4.8,0.8,392.2,9.1,-3.2,5.8,891.8,-1.4,2.9,13.3,42687,12.5,5.4
1423,SANDEN,Japan,Automobiles & Parts,51.6,0.4,-0.6,"2,242.9",-4.2,6.8,2.3,84.9,-9.8,-10.6,3.8,41.9,-41.6,,1.9,10696,-3.3,1.6
1424,MEYER BURGER TECHNOLOGY,Switzerland,Industrial Engineering,51.6,-6.4,-15.6,299.6,2.4,-20.6,17.2,13.2,-29.4,,4.4,-118.0,-22.3,-2.1,-39.4,1525,-13.0,-11.3
1425,L-3 COMMUNICATIONS,US,Aerospace & Defense,51.4,-16.4,-14.0,"9,613.3",-4.7,-7.3,0.5,180.9,13.2,-2.1,1.9,464.8,-50.0,-27.9,4.8,38000,-15.6,-9.3
1426,HINDALCO INDUSTRIES,India,Industrial Metals & Mining,51.3,12.2,10.4,"13,769.9",-4.7,7.4,0.4,0.0,,,0.0,771.1,52.3,-10.1,5.6,0,,
1427,FIDESSA,UK,Software & Computer Services,51.3,5.8,5.6,402.2,7.4,2.0,12.8,18.1,16.6,15.1,4.5,54.2,3.2,-1.7,13.5,1757,5.2,-0.2
1428,ACCURAY,US,Health Care Equipment & Services,51.2,3.8,-13.8,366.3,5.0,8.1,14.0,7.4,-22.8,-19.3,2.0,-4.5,-74.6,-59.2,-1.2,959,-5.0,60.5
1429,NEXEN TIRE,South Korea,Automobiles & Parts,51.0,4.3,16.1,"1,439.5",4.5,2.5,3.5,127.4,-49.3,-15.4,8.8,176.2,7.8,7.7,12.2,0,,
1430,NIPPON SODA,Japan,Chemicals,50.8,5.2,3.9,"1,087.8",-3.6,3.8,4.7,53.2,19.3,-7.5,4.9,56.5,28.6,30.5,5.2,2664,6.3,1.6
1431,INSYS THERAPEUTICS,US,Pharmaceuticals & Biotechnology,50.8,66.9,106.2,303.8,48.9,177.5,16.7,12.7,-37.8,138.5,4.2,93.6,59.2,,30.8,510,33.5,62.4
1432,DELTA ELECTRONICS (THAILAND),Thailand,Electronic & Electrical equipment,50.7,2.1,0.5,"1,194.7",6.4,4.8,4.2,34.8,107.0,4.2,2.9,162.7,16.6,16.4,13.6,0,,
1433,AURIGA INDUSTRIES,Denmark,Chemicals,50.7,11.6,4.8,317.1,-65.1,-27.8,16.0,0.0,,,0.0,35.4,-56.3,-18.5,11.2,2000,-12.9,-2.4
1434,ZIJIN MINING,China,Mining,50.7,75.1,59.4,"10,322.3",26.9,15.6,0.5,687.4,-21.9,-15.3,6.7,253.3,-52.9,-41.2,2.5,19011,-18.1,-6.3
1435,INVESTMENT TECHNOLOGY,US,Financial Services,50.6,-11.3,-7.3,583.1,13.4,8.0,8.7,34.8,-5.5,-13.2,6.0,113.0,82.8,,19.4,1037,-4.6,-0.3
1436,RINGCENTRAL,US,Software & Computer Services,50.6,21.7,28.6,272.1,34.7,37.3,18.6,15.7,-4.6,19.0,5.8,-28.4,-31.6,-2.9,-10.4,759,24.6,
1437,ACS,Spain,Construction & Materials,50.6,-7.7,6.4,"34,924.7",0.1,-3.1,0.1,722.0,-14.4,,2.1,"1,433.3",-9.9,-3.1,4.1,200813,-7.8,6.9
1438,SBM OFFSHORE,The Netherlands,"Oil Equipment, Services & Distribution",50.5,22.2,29.5,"2,484.6",-50.7,-9.4,2.0,6.4,,-77.6,0.3,219.5,-64.1,,8.8,6300,-24.1,2.3
1439,SIRIUS XM,US,Media,50.5,1.5,8.8,"4,197.7",9.3,10.3,1.2,123.9,10.9,11.5,3.0,"1,082.7",5.3,10.6,25.8,2323,-0.2,13.3
1440,KAPSCH TRAFFICCOM,Austria,Electronic & Electrical equipment,50.4,-6.7,-19.5,526.1,15.3,2.5,9.6,7.0,-4.4,-17.8,1.3,64.2,119.8,48.6,12.2,3716,4.8,7.2
1441,FUJI MACHINE MANUFACTURING,Japan,Electronic & Electrical equipment,50.4,-11.7,-5.4,660.4,1.6,10.4,7.6,39.5,-1.4,-12.3,6.0,83.2,-9.0,40.8,12.6,2108,0.2,1.5
1442,CASIO COMPUTER,Japan,Leisure Goods,50.4,-8.0,-5.8,"2,685.1",4.1,5.8,1.9,49.0,33.2,-2.4,1.8,313.6,18.8,28.3,11.7,11322,-2.3,0.1
1443,WITTINGTON INVESTMENTS,UK,Food Producers,50.4,-2.6,17.2,"17,695.2",-0.5,1.7,0.3,0.0,,,0.0,"1,301.3",-12.4,3.0,7.4,125166,4.9,5.4
1444,JIANGSU KANION PHARMACEUTICAL,China,Pharmaceuticals & Biotechnology,50.3,57.2,24.0,392.0,10.0,14.1,12.8,53.0,21.2,13.9,13.5,63.2,3.4,14.0,16.1,5661,8.6,3.4
1445,ZAFGEN,US,Pharmaceuticals & Biotechnology,50.2,99.4,67.9,0.0,,,,0.5,925.9,567.6,,-67.8,107.7,74.9,,46,100.0,
1446,UBIQUITI NETWORKS,US,Technology Hardware & Equipment,50.1,60.7,48.4,612.1,11.8,27.6,8.2,5.7,-50.9,5.2,0.9,214.7,25.7,36.2,35.1,537,23.4,43.2
1447,HAREON SOLAR TECHNOLOGY,China,General Industrials,50.1,22.7,10.3,806.3,24.4,5.8,6.2,234.6,35.3,-12.1,29.1,41.7,-193.3,,5.2,6100,43.3,-2.9
1448,VINCI,France,Construction & Materials,50.0,4.2,2.1,"39,161.0",0.3,0.0,0.1,"1,635.0",8.5,-6.4,4.2,"3,894.0",-11.9,1.9,9.9,0,,
1449,CHINA HIGH SPEED TRANSMISSION EQUIPMENT,China,Industrial Engineering,49.9,20.0,17.7,"1,393.1",20.8,15.6,3.6,36.1,-55.6,-37.3,2.6,281.2,82.2,41.6,20.2,8676,-1.0,-2.2
1450,MADRIGAL PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,49.8,-20.5,3.1,0.0,,,,0.1,-59.7,-51.4,,-62.1,-19.5,3.5,,10,-90.9,-56.8
1451,HANWHA CHEMICAL,South Korea,Chemicals,49.8,5.3,-5.5,"6,296.1",-0.2,4.9,0.8,600.6,61.7,-2.5,9.5,264.0,138.6,300.5,4.2,0,,
1452,HITACHI ZOSEN,Japan,Industrial Engineering,49.7,5.6,-2.5,"2,950.3",7.7,9.3,1.7,62.9,-30.9,11.3,2.1,101.6,16.1,11.3,3.4,9825,2.5,2.8
1453,HYUNDAI ENGINEERING & CONSTRUCTION,South Korea,Construction & Materials,49.7,5.1,-4.9,"14,980.1",10.0,12.8,0.3,153.8,-0.1,23.5,1.0,772.9,2.9,9.1,5.2,0,,
1454,OPOWER,US,Software & Computer Services,49.7,-3.2,40.9,136.6,15.8,42.2,36.4,0.0,,,0.0,-39.9,6.4,52.0,-29.2,599,3.8,
1455,A10 NETWORKS,US,Software & Computer Services,49.6,11.0,30.7,182.7,10.8,18.3,27.2,3.2,-43.0,-6.4,1.7,-33.3,9.5,,-18.2,772,9.7,
1456,ICHIKOH INDUSTRIES,Japan,Automobiles & Parts,49.6,5.4,5.5,778.6,8.5,7.0,6.4,78.8,8.1,12.6,10.1,18.5,-280.9,,2.4,3951,0.8,8.2
1457,KYUSHU ELECTRIC POWER,Japan,Electricity,49.5,-11.5,-7.4,"13,992.8",-2.0,5.9,0.4,"2,427.8",8.4,20.1,17.4,916.7,-377.6,,6.6,20929,0.8,0.1
1458,SVENSKA HANDELSBANKEN,Sweden,Banks,49.5,77.0,11.0,"4,389.4",5.3,4.8,1.1,0.0,,,0.0,"2,228.1",6.6,5.2,50.8,11819,1.1,1.8
1459,MANHATTAN ASSOCIATES,US,Software & Computer Services,49.5,10.0,6.4,511.0,13.1,13.9,9.7,10.6,22.1,13.4,2.1,148.3,27.0,26.3,29.0,2930,5.8,6.9
1460,JEOL,Japan,Industrial Engineering,49.4,17.5,14.7,818.5,12.6,10.5,6.0,19.2,31.0,44.1,2.4,46.8,110.0,27.5,5.7,2963,0.4,2.6
1461,UNIQURE,The Netherlands,Pharmaceuticals & Biotechnology,49.3,30.9,68.9,9.4,101.2,,522.9,5.7,-64.0,143.7,60.2,-69.8,76.0,70.2,-740.2,198,22.2,43.5
1462,DORMA+KABA,Switzerland,Support Services,49.3,1.1,114.4,0.0,,,,0.0,,,,0.0,,,,0,,
1463,YURA,South Korea,Electronic & Electrical equipment,49.2,7.5,10.4,954.5,8.3,6.5,5.2,0.0,,,0.0,4.9,-133.8,-0.1,0.5,1923,-5.3,5.6
1464,CATALENT,US,Pharmaceuticals & Biotechnology,49.1,3.9,2.0,0.0,,,,0.0,,,,0.0,,,,0,,
1465,U SHIN,Japan,Automobiles & Parts,49.1,5.9,52.0,"1,251.9",5.3,39.0,3.9,46.7,-22.8,-11.0,3.7,35.9,58.5,39.5,2.9,6695,2.0,40.7
1466,IMPERVA,US,Software & Computer Services,49.0,24.0,37.4,215.2,42.9,31.0,22.8,7.4,43.7,34.4,3.4,-43.9,-17.3,88.8,-20.4,923,27.7,24.9
1467,SHORETEL,US,Technology Hardware & Equipment,49.0,7.2,0.9,0.0,,,,0.0,,,,0.0,,,,0,,
1468,VALMET,Finland,Industrial Engineering,49.0,40.0,-4.9,"2,928.0",18.4,-1.0,1.7,44.0,-4.3,-9.3,1.5,124.0,85.1,0.8,4.2,12306,17.6,-0.6
1469,HEXCEL,US,Chemicals,48.9,-0.7,13.2,"1,709.6",0.3,5.7,2.9,280.4,17.4,5.0,16.4,305.3,8.7,10.8,17.9,5897,4.1,5.8
1470,POLYONE,US,Chemicals,48.7,-0.7,8.1,"3,102.4",-11.9,5.7,1.6,83.8,-1.7,16.7,2.7,307.4,7.6,43.7,9.9,6900,0.0,11.3
1471,INTEGER,US,Health Care Equipment & Services,48.7,6.3,30.1,735.2,16.4,7.4,6.6,41.0,79.7,2.8,5.6,67.0,-16.0,0.7,9.1,9559,159.1,42.4
1472,ETSY,US,General Retailers,48.6,13.8,41.5,251.2,39.8,54.2,19.3,19.1,117.4,14.3,7.6,-1.7,-69.9,11.6,-0.7,819,19.6,
1473,WESTPORT FUEL SYSTEMS,Canada,Industrial Engineering,48.5,-31.1,-10.3,94.9,-20.9,-12.8,51.1,4.5,-52.7,-45.8,4.7,-108.2,-24.9,9.3,-114.1,0,,
1474,YUANDA CHINA HOLDINGS,China,Construction & Materials,48.5,-8.7,-2.8,"1,216.1",-14.4,-10.1,4.0,12.2,80.4,-6.9,1.0,-44.2,-174.4,,-3.6,7924,-16.1,-14.2
1475,ENPHASE ENERGY,US,Electronic & Electrical equipment,48.3,17.2,14.0,328.1,3.9,18.1,14.7,11.5,-5.5,-1.2,3.5,-17.7,336.0,-14.7,-5.4,543,0.7,12.2
1476,ZHONGLI SCIENCE & TECHNOLOGY GROUP,China,General Industrials,48.2,47.4,80.5,"1,683.8",30.1,23.7,2.9,97.8,79.1,-7.0,5.8,212.0,41.8,30.7,12.6,6933,27.8,15.3
1477,BROOKS AUTOMATION,US,Industrial Engineering,48.0,-0.8,3.2,507.7,14.5,4.2,9.5,14.8,192.6,23.1,2.9,19.8,501.8,8.8,3.9,1426,-2.0,-2.7
1478,TOKYO SEIMITSU,Japan,Technology Hardware & Equipment,48.0,9.5,13.9,535.7,5.8,11.3,9.0,24.1,107.3,18.0,4.5,100.8,9.0,20.8,18.8,1559,7.7,6.9
1479,TELEFLEX,US,Health Care Equipment & Services,47.9,-14.6,-2.5,"1,662.2",-1.6,5.3,2.9,56.4,-9.1,-2.1,3.4,297.3,6.9,,17.9,12200,4.3,1.7
1480,E INK,Taiwan,Electronic & Electrical equipment,47.9,-1.7,0.5,370.8,-8.7,-20.7,12.9,10.3,-33.0,-36.9,2.8,74.0,365.4,,20.0,0,,
1481,GOTHAER,Germany,Banks,47.8,44.4,88.8,"3,771.2",1.5,2.6,1.3,0.0,,,0.0,0.0,,,0.0,0,,
1482,SK CHEMICALS,South Korea,Chemicals,47.7,-26.4,-2.5,"4,127.8",-27.7,-16.8,1.2,535.7,2.2,24.6,13.0,89.5,-23.6,-15.7,2.2,0,,
1483,OUTOTEC,Finland,Industrial Engineering,47.6,3.0,11.4,"1,201.2",-14.4,-16.8,4.0,15.1,-17.5,-9.5,1.3,-12.1,-219.8,,-1.0,4589,0.4,-1.5
1484,COOPER TIRE & RUBBER,US,Automobiles & Parts,47.6,-8.9,0.6,"2,730.7",-13.2,-10.9,1.7,167.7,25.9,-3.9,6.1,325.6,18.0,-3.7,11.9,9119,2.7,-12.4
1485,AMORE PACIFIC,South Korea,Personal Goods,47.5,5.1,-2.0,"4,434.9",20.1,18.2,1.1,268.5,-13.4,1.3,6.1,715.7,38.6,26.6,16.1,0,,
1486,AXALTA COATING SYSTEMS,US,Construction & Materials,47.4,4.2,,"3,778.2",-6.3,,1.3,126.8,-26.7,,3.4,430.7,26.9,,11.4,12800,1.6,
1487,DATALOGIC,Italy,Electronic & Electrical equipment,47.3,12.5,12.0,535.1,15.2,5.0,8.8,17.6,56.9,,3.3,52.9,12.9,49.3,9.9,2567,3.9,2.5
1488,GRG BANKING EQUIPMENT,China,Technology Hardware & Equipment,47.2,63.9,42.3,554.4,26.2,22.6,8.5,23.8,76.1,114.1,4.3,109.9,20.4,15.6,19.8,12643,35.3,38.8
1489,NIPPON ELECTRIC GLASS,Japan,Electronic & Electrical equipment,47.1,11.9,-3.3,"1,914.6",30.4,-4.4,2.5,340.0,73.9,10.4,17.8,156.6,841.4,-3.5,8.2,5220,2.7,0.4
1490,SPECTRUM BRANDS,US,General Industrials,47.1,7.2,15.7,"4,308.3",5.9,13.0,1.1,81.8,21.5,23.9,1.9,515.8,7.0,16.8,12.0,15500,15.7,38.4
1491,SOPRA STERIA,France,Software & Computer Services,47.1,-50.5,3.7,"3,584.4",57.2,43.4,1.3,42.5,61.6,84.4,1.2,22.4,-86.8,-40.2,0.6,38450,2.9,39.0
1492,II VI,US,General Industrials,47.1,20.5,33.8,0.0,,,,0.0,,,,0.0,,,,0,,
1493,RUBICON PROJECT,US,Software & Computer Services,47.1,59.6,57.5,228.2,98.3,63.3,20.6,26.1,45.9,61.6,11.4,-5.1,-70.2,67.1,-2.3,699,48.7,
1494,AVIC HELICOPTER CO.,China,Aerospace & Defense,47.1,25.6,40.5,"1,750.9",0.6,12.7,2.7,16.2,-50.3,-23.5,0.9,96.5,71.4,27.9,5.5,12362,0.6,2.2
1495,FORTUM,Finland,Electricity,47.0,14.6,4.7,"3,702.0",-22.1,-15.6,1.3,0.0,,,0.0,829.0,-38.6,-21.9,22.4,7835,-8.8,-10.1
1496,INTRALINKS HOLDINGS,US,Software & Computer Services,46.9,8.3,9.3,253.7,7.9,8.4,18.5,35.0,3.4,13.6,13.8,-21.3,6.7,1.3,-8.4,930,14.8,13.6
1497,IMMSI,Italy,Automobiles & Parts,46.8,1.1,-7.7,"1,362.0",6.9,-2.5,3.4,38.8,2.6,,2.8,68.7,14.3,-6.3,5.0,7424,-5.6,-4.5
1498,MINTH,China,Automobiles & Parts,46.8,10.7,12.6,"1,083.0",14.5,20.9,4.3,162.3,4.4,24.5,15.0,190.1,14.0,17.5,17.6,11337,10.7,15.7
1499,INTEGRA LIFESCIENCES,US,Health Care Equipment & Services,46.7,-1.4,-0.1,810.8,10.8,2.0,5.8,30.7,-12.9,-21.5,3.8,125.2,8.4,6.2,15.4,3500,2.9,0.0
1500,SILICON GRAPHICS INTERNATIONAL,US,Technology Hardware & Equipment,46.7,-19.9,-6.6,0.0,,,,0.0,,,,0.0,,,,0,,
1501,SPECTRUM PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,46.6,-27.1,6.1,149.3,-13.0,-15.3,31.2,0.2,-76.1,-79.5,0.1,-37.4,29.0,,-25.1,212,-12.0,3.2
1502,PARATEK PHARMACEUTICALS,US,Pharmaceuticals & Biotechnology,46.6,"7,454.3",65.5,0.0,,,,0.8,,171.0,,-67.6,"1,029.0",83.8,,41,215.4,39.8
1503,LIVANOVA,UK,Health Care Equipment & Services,46.6,,,381.8,,,12.2,14.7,,,3.9,-21.7,,,-5.7,4660,,
1504,LG UPLUS,South Korea,Media,46.6,15.7,-5.8,"8,456.9",-1.9,-0.3,0.6,"1,215.5",-33.2,-8.2,14.4,495.4,9.7,70.9,5.9,0,,
1505,TKH,The Netherlands,Electronic & Electrical equipment,46.5,11.1,33.1,"1,375.2",2.2,7.6,3.4,39.7,13.6,14.4,2.9,118.8,5.9,33.9,8.6,5387,7.1,4.4
